"Run","age","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","collected_by","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ecotype","Experiment","Instrument","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sex","SRA.Study","stud_book_number","tissue","create_date","version","study_book_prefix","Latitude","Longitude","geo_loc_name"
"SRR5489712","not collected","OTHER",90,103138290,"PRJNA385011","SAMN06857464","Model organism or animal",78247253,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772552","Illumina HiSeq 2000","Library3_Ik14-32","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-32","not determined","SRP105806","Ik14-32","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489713","not collected","OTHER",90,149009760,"PRJNA385011","SAMN06857463","Model organism or animal",108993360,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772553","Illumina HiSeq 2000","Library4_Ik14-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-02","not determined","SRP105806","Ik14-02","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489714","not collected","OTHER",90,89088030,"PRJNA385011","SAMN06857462","Model organism or animal",69818426,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772554","Illumina HiSeq 2000","Library3_Ik14-28","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-28","not determined","SRP105806","Ik14-28","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489715","not collected","OTHER",90,131798430,"PRJNA385011","SAMN06857461","Model organism or animal",97729393,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772555","Illumina HiSeq 2000","Library3_Ik14-25","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-25","not determined","SRP105806","Ik14-25","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489716","not collected","OTHER",90,122812200,"PRJNA385011","SAMN06857460","Model organism or animal",95300571,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772556","Illumina HiSeq 2000","Library3_Ik14-24","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-24","not determined","SRP105806","Ik14-24","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489717","not collected","OTHER",90,133739910,"PRJNA385011","SAMN06857459","Model organism or animal",102538311,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772557","Illumina HiSeq 2000","Library3_Ik14-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-23","not determined","SRP105806","Ik14-23","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489718","not collected","OTHER",90,94098780,"PRJNA385011","SAMN06857458","Model organism or animal",69950212,"UNIVERSITY OF MICHIGAN","Alison Gould",2014,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772558","Illumina HiSeq 2000","Library3_Ik14-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik14-22","not determined","SRP105806","Ik14-22","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489730","not collected","OTHER",90,161583480,"PRJNA385011","SAMN06857446","Model organism or animal",134109196,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772570","Illumina HiSeq 2000","Library5_Ik13-32","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-32","not determined","SRP105806","Ik13-32","light organ","2017-05-01T17:35:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489731","not collected","OTHER",90,188298630,"PRJNA385011","SAMN06857445","Model organism or animal",158605701,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772571","Illumina HiSeq 2000","Library7_Ik13-29","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-29","not determined","SRP105806","Ik13-29","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489736","not collected","OTHER",90,152676450,"PRJNA385011","SAMN06857440","Model organism or animal",127656278,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772576","Illumina HiSeq 2000","Library5_Ik13-07","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-07","not determined","SRP105806","Ik13-07","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489737","not collected","OTHER",90,163078290,"PRJNA385011","SAMN06857439","Model organism or animal",134976143,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772577","Illumina HiSeq 2000","Library6_Ik13-06","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-06","not determined","SRP105806","Ik13-06","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489738","not collected","OTHER",90,144223110,"PRJNA385011","SAMN06857438","Model organism or animal",120862769,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772578","Illumina HiSeq 2000","Library5_Ik13-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-05","not determined","SRP105806","Ik13-05","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489739","not collected","OTHER",90,141601680,"PRJNA385011","SAMN06857437","Model organism or animal",118064259,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772579","Illumina HiSeq 2000","Library6_Ik13-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-04","not determined","SRP105806","Ik13-04","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489740","not collected","OTHER",90,161586990,"PRJNA385011","SAMN06857436","Model organism or animal",137682671,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772580","Illumina HiSeq 2000","Library7_Ik13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-03","not determined","SRP105806","Ik13-03","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489741","not collected","OTHER",90,182290410,"PRJNA385011","SAMN06857435","Model organism or animal",152877070,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772581","Illumina HiSeq 2000","Library7_Ik13-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Ik13-02","not determined","SRP105806","Ik13-02","light organ","2017-05-01T17:34:00Z",1,"Ik",26.3935,127.9886,"Ikei"
"SRR5489743","not collected","OTHER",90,147773520,"PRJNA385011","SAMN06857433","Model organism or animal",123073291,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772583","Illumina HiSeq 2000","Library5_Hk13-36","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-36","not determined","SRP105806","Hk13-36","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489744","not collected","OTHER",90,176054130,"PRJNA385011","SAMN06857432","Model organism or animal",146505010,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772584","Illumina HiSeq 2000","Library5_Hk13-25","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-25","not determined","SRP105806","Hk13-25","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489745","not collected","OTHER",90,161336880,"PRJNA385011","SAMN06857431","Model organism or animal",134382573,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772585","Illumina HiSeq 2000","Library6_Hk13-22","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-22","not determined","SRP105806","Hk13-22","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489746","not collected","OTHER",90,177754680,"PRJNA385011","SAMN06857430","Model organism or animal",148573251,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772586","Illumina HiSeq 2000","Library5_Hk13-18","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-18","not determined","SRP105806","Hk13-18","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489747","not collected","OTHER",90,187942590,"PRJNA385011","SAMN06857429","Model organism or animal",159472810,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772587","Illumina HiSeq 2000","Library7_Hk13-13","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-13","not determined","SRP105806","Hk13-13","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489748","not collected","OTHER",90,154261980,"PRJNA385011","SAMN06857428","Model organism or animal",128849081,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772588","Illumina HiSeq 2000","Library5_Hk13-12","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-12","not determined","SRP105806","Hk13-12","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489749","not collected","OTHER",90,206026200,"PRJNA385011","SAMN06857427","Model organism or animal",172933097,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772589","Illumina HiSeq 2000","Library7_Hk13-11","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-11","not determined","SRP105806","Hk13-11","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489750","not collected","OTHER",90,165482640,"PRJNA385011","SAMN06857426","Model organism or animal",141164418,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772590","Illumina HiSeq 2000","Library7_Hk13-10","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-10","not determined","SRP105806","Hk13-10","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489751","not collected","OTHER",90,192970710,"PRJNA385011","SAMN06857425","Model organism or animal",161750083,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772591","Illumina HiSeq 2000","Library7_Hk13-09","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-09","not determined","SRP105806","Hk13-09","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489752","not collected","OTHER",90,162611820,"PRJNA385011","SAMN06857424","Model organism or animal",134158808,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772592","Illumina HiSeq 2000","Library6_Hk13-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-08","not determined","SRP105806","Hk13-08","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489753","not collected","OTHER",90,147202470,"PRJNA385011","SAMN06857423","Model organism or animal",122706829,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772593","Illumina HiSeq 2000","Library6_Hk13-07","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-07","not determined","SRP105806","Hk13-07","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489754","not collected","OTHER",90,185932980,"PRJNA385011","SAMN06857422","Model organism or animal",157149469,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772594","Illumina HiSeq 2000","Library7_Hk13-06","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-06","not determined","SRP105806","Hk13-06","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489755","not collected","OTHER",90,151071210,"PRJNA385011","SAMN06857421","Model organism or animal",127629499,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772595","Illumina HiSeq 2000","Library7_Hk13-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-05","not determined","SRP105806","Hk13-05","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489756","not collected","OTHER",90,156121830,"PRJNA385011","SAMN06857420","Model organism or animal",130077006,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772596","Illumina HiSeq 2000","Library5_Hk13-04","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-04","not determined","SRP105806","Hk13-04","light organ","2017-05-01T17:34:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489757","not collected","OTHER",90,183344760,"PRJNA385011","SAMN06857419","Model organism or animal",155457138,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772597","Illumina HiSeq 2000","Library7_Hk13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-03","not determined","SRP105806","Hk13-03","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489758","not collected","OTHER",90,171079560,"PRJNA385011","SAMN06857418","Model organism or animal",140755426,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772598","Illumina HiSeq 2000","Library6_Hk13-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-02","not determined","SRP105806","Hk13-02","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489759","not collected","OTHER",90,182030220,"PRJNA385011","SAMN06857417","Model organism or animal",149401128,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772599","Illumina HiSeq 2000","Library6_Hk13-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","Hk13-01","not determined","SRP105806","Hk13-01","light organ","2017-05-01T17:35:00Z",1,"Hk",26.5346,128.0461,"Henoko"
"SRR5489760","not collected","OTHER",90,228226860,"PRJNA385011","SAMN06857416","Model organism or animal",192071589,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772600","Illumina HiSeq 2000","Library7_H13-33","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-33","not determined","SRP105806","H13-33","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489761","not collected","OTHER",90,160951590,"PRJNA385011","SAMN06857415","Model organism or animal",133780158,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772601","Illumina HiSeq 2000","Library6_H13-32","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-32","not determined","SRP105806","H13-32","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489762","not collected","OTHER",90,177591240,"PRJNA385011","SAMN06857414","Model organism or animal",146306648,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772602","Illumina HiSeq 2000","Library6_H13-31","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-31","not determined","SRP105806","H13-31","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489763","not collected","OTHER",90,162347040,"PRJNA385011","SAMN06857413","Model organism or animal",135635907,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772603","Illumina HiSeq 2000","Library5_H13-28","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-28","not determined","SRP105806","H13-28","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489764","not collected","OTHER",90,181964520,"PRJNA385011","SAMN06857412","Model organism or animal",151889863,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772604","Illumina HiSeq 2000","Library5_H13-26","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-26","not determined","SRP105806","H13-26","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489765","not collected","OTHER",90,230829210,"PRJNA385011","SAMN06857411","Model organism or animal",190131657,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772605","Illumina HiSeq 2000","Library6_H13-23","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-23","not determined","SRP105806","H13-23","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489766","not collected","OTHER",90,205713900,"PRJNA385011","SAMN06857410","Model organism or animal",169142820,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772606","Illumina HiSeq 2000","Library6_H13-15","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-15","not determined","SRP105806","H13-15","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489767","not collected","OTHER",90,135965610,"PRJNA385011","SAMN06857409","Model organism or animal",116270766,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772607","Illumina HiSeq 2000","Library7_H13-14","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-14","not determined","SRP105806","H13-14","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489768","not collected","OTHER",90,168807510,"PRJNA385011","SAMN06857408","Model organism or animal",143453548,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772608","Illumina HiSeq 2000","Library7_H13-11","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-11","not determined","SRP105806","H13-11","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489769","not collected","OTHER",90,224074620,"PRJNA385011","SAMN06857407","Model organism or animal",187245605,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772609","Illumina HiSeq 2000","Library7_H13-10","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-10","not determined","SRP105806","H13-10","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489770","not collected","OTHER",90,151868610,"PRJNA385011","SAMN06857406","Model organism or animal",125522305,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772610","Illumina HiSeq 2000","Library5_H13-08","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-08","not determined","SRP105806","H13-08","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489771","not collected","OTHER",90,197277390,"PRJNA385011","SAMN06857405","Model organism or animal",162214308,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772611","Illumina HiSeq 2000","Library6_H13-07","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-07","not determined","SRP105806","H13-07","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489773","not collected","OTHER",90,181204020,"PRJNA385011","SAMN06857403","Model organism or animal",150271557,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772614","Illumina HiSeq 2000","Library5_H13-05","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-05","not determined","SRP105806","H13-05","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489774","not collected","OTHER",90,110488410,"PRJNA385011","SAMN06857402","Model organism or animal",94169951,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772615","Illumina HiSeq 2000","Library7_H13-03","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-03","not determined","SRP105806","H13-03","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489775","not collected","OTHER",90,186919920,"PRJNA385011","SAMN06857401","Model organism or animal",154695823,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772616","Illumina HiSeq 2000","Library6_H13-02","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-02","not determined","SRP105806","H13-02","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
"SRR5489776","not collected","OTHER",90,166686030,"PRJNA385011","SAMN06857400","Model organism or animal",141791071,"UNIVERSITY OF MICHIGAN","Alison Gould",2013,"public","fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1","not applicable","SRX2772617","Illumina HiSeq 2000","Library7_H13-01","SINGLE","PCR","GENOMIC","Siphamia tubifer","ILLUMINA","2017-05-01T00:00:00Z","H13-01","not determined","SRP105806","H13-01","light organ","2017-05-01T17:35:00Z",1,"H",26.8488,128.2525,"Hedo"
